#gwasCatalog.chrom,gwasCatalog.chromStart,gwasCatalog.chromEnd,gwasCatalog.name,gwasCatalog.pubMedID,gwasCatalog.author,gwasCatalog.pubDate,gwasCatalog.journal,gwasCatalog.title,gwasCatalog.trait,gwasCatalog.initSample,gwasCatalog.replSample,gwasCatalog.region,gwasCatalog.genes,gwasCatalog.riskAllele,gwasCatalog.riskAlFreq,gwasCatalog.pValue,gwasCatalog.pValueDesc,gwasCatalog.orOrBeta,gwasCatalog.ci95,gwasCatalog.platform,gwasCatalog.cnv
chr16,31118573,31118574,rs9925964,26426971,Winkler TW,2015-10-01,PLoS Genet,The Influence of Age and Sex on Genetic Associations with Adult Body Size and Shape: A Large-Scale Genome-Wide Interaction Study.,Body mass index,"up to 309,889 European ancestry individuals",,16p11.2,NR,rs9925964-A,0.619057790126741,7E-13,"",0.019869572,unit increase,"Affymetrix, Illumina, Perlegen [up to 2800000] (imputed)",N
chr16,31118573,31118574,rs9925964,25673413,Locke AE,2015-02-12,Nature,Genetic studies of body mass index yield new insights for obesity biology.,Body mass index,"up to 104,666 European ancestry male individuals, up to 132,115 European ancestry female individuals, 370 African American male individuals, 517 African American female individuals, 512 Hispanic male individuals, 764 Hispanic female individuals","up to 48,274 European ancestry male individuals, up to 39,864 European ancestry female individuals, 2,441 African American or Afro-Caribbean male individuals, 6,314 African American or Afro-Caribbean female individuals, 919 Filipino male individuals, 828 Filipino female individuals, 205 Seychellois male individuals, 287 Seychellois female individuals, 2,964 South Asian ancestry male individuals, 658 South Asian ancestry female individuals",16p11.2,KAT8,rs9925964-A,0.623,9E-11,"",0.02,[0.014-0.026] kg/m2 increase,"Affymetrix, Illumina [2550021]",N
chr16,31118573,31118574,rs9925964,25673413,Locke AE,2015-02-12,Nature,Genetic studies of body mass index yield new insights for obesity biology.,Body mass index,"up to 104,666 European ancestry male individuals, up to 132,115 European ancestry female individuals, 370 African American male individuals, 517 African American female individuals, 512 Hispanic male individuals, 764 Hispanic female individuals","up to 48,274 European ancestry male individuals, up to 39,864 European ancestry female individuals, 2,441 African American or Afro-Caribbean male individuals, 6,314 African American or Afro-Caribbean female individuals, 919 Filipino male individuals, 828 Filipino female individuals, 205 Seychellois male individuals, 287 Seychellois female individuals, 2,964 South Asian ancestry male individuals, 658 South Asian ancestry female individuals",16p11.2,KAT8,rs9925964-A,0.62,8E-10,(EA),0.019,[0.013-0.025] kg/m2 increase,"Affymetrix, Illumina [2550021]",N
chr16,31118573,31118574,rs9925964,25673413,Locke AE,2015-02-12,Nature,Genetic studies of body mass index yield new insights for obesity biology.,Body mass index,"up to 104,666 European ancestry male individuals, up to 132,115 European ancestry female individuals, 370 African American male individuals, 517 African American female individuals, 512 Hispanic male individuals, 764 Hispanic female individuals","up to 48,274 European ancestry male individuals, up to 39,864 European ancestry female individuals, 2,441 African American or Afro-Caribbean male individuals, 6,314 African American or Afro-Caribbean female individuals, 919 Filipino male individuals, 828 Filipino female individuals, 205 Seychellois male individuals, 287 Seychellois female individuals, 2,964 South Asian ancestry male individuals, 658 South Asian ancestry female individuals",16p11.2,KAT8,rs9925964-A,0.62,2E-6,"(EA, women)",0.02,[0.012-0.028] kg/m2 increase,"Affymetrix, Illumina [2550021]",N
chr16,31356856,31356857,rs7190997,31669095,Zhu Z,2019-10-24,J Allergy Clin Immunol,Shared Genetic and Experimental Links between Obesity-Related Traits and Asthma Subtypes in UK Biobank.,Body mass index,"457,822 European ancestry individuals",,16p11.2,NR,rs7190997-?,NR,1E-13,"",,"",Affymetrix [~ 8270000] (imputed),N
chr16,31356856,31356857,rs7190997,30239722,Pulit SL,2018-09-14,Hum Mol Genet,"Meta-analysis of genome-wide association studies for body fat distribution in 694,649 individuals of European ancestry.",Body mass index,"374,756 European ancestry male individuals",,16p11.2,,rs7190997-T,0.4769,3E-18,"",0.0142,[0.011-0.017] unit increase,NR [~ 27400000] (imputed),N
chr16,48977337,48977338,rs6500208,31669095,Zhu Z,2019-10-24,J Allergy Clin Immunol,Shared Genetic and Experimental Links between Obesity-Related Traits and Asthma Subtypes in UK Biobank.,Body mass index,"457,822 European ancestry individuals",,16q12.1,NR,rs6500208-?,NR,3E-9,"",,"",Affymetrix [~ 8270000] (imputed),N
chr16,48977337,48977338,rs6500208,30595370,Kichaev G,2018-12-27,Am J Hum Genet,Leveraging Polygenic Functional Enrichment to Improve GWAS Power.,Body mass index,"approximately 458,000 European ancestry individuals",,16q12.1,"",rs6500208-?,NR,9E-10,"",,"",NR [~ 8900000] (imputed),N
chr16,48977337,48977338,rs6500208,30239722,Pulit SL,2018-09-14,Hum Mol Genet,"Meta-analysis of genome-wide association studies for body fat distribution in 694,649 individuals of European ancestry.",Body mass index,"806,834 European ancestry individuals",,16q12.1,,rs6500208-A,0.2021,3E-13,"",0.0146,[0.011-0.019] unit increase,NR [~ 27400000] (imputed),N
chr16,49023276,49023277,rs2908889,30239722,Pulit SL,2018-09-14,Hum Mol Genet,"Meta-analysis of genome-wide association studies for body fat distribution in 694,649 individuals of European ancestry.",Body mass index,"374,756 European ancestry male individuals",,16q12.1,,rs2908889-A,0.3885,7E-12,"",0.0121,[0.0086-0.0156] unit increase,NR [~ 27400000] (imputed),N
chr16,49028678,49028679,rs2080454,30108127,Hoffmann TJ,2018-08-14,Genetics,A Large Multi-ethnic Genome-Wide Association Study of Adult Body Mass Index Identifies Novel Loci.,Body mass index,"315,347 European ancestry individuals, 8,322 Hispanic/Latino individuals, 7,290 East Asian ancestry individuals, 3,069 African American individuals, 459 South Asian ancestry individuals","431,743 European ancestry individuals, 9,275 South Asian ancestry individuals, 8,261 African British individuals, 1,822 East Asian ancestry individuals, 7,620 individuals",16q12.1,NR,rs2080454-C,NR,8E-9,"",0.015,[NR] unit increase,Affymetrix [at least 28613428] (imputed),N
chr16,49028678,49028679,rs2080454,28892062,Akiyama M,2017-09-11,Nat Genet,Genome-wide association study identifies 112 new loci for body mass index in the Japanese population.,Body mass index,"up to 72,390 Japanese ancestry women, up to 85,894 Japanese ancestry men","up to 10,048 Japanese ancestry women, up to 5,098 Japanese ancestry men, up to 181,999 European ancestry women, up to 140,155 European ancestry controls",16q12.1,"MIR5095, CBLN1",rs2080454-A,0.61,8E-11,"",0.015,[0.011-0.019] unit decrease,Illumina [6108953] (imputed),N
chr16,49028678,49028679,rs2080454,26426971,Winkler TW,2015-10-01,PLoS Genet,The Influence of Age and Sex on Genetic Associations with Adult Body Size and Shape: A Large-Scale Genome-Wide Interaction Study.,Body mass index,"up to 309,889 European ancestry individuals",,16q12.1,NR,rs2080454-A,0.595292377611283,3E-12,"",0.01925606,unit decrease,"Affymetrix, Illumina, Perlegen [up to 2800000] (imputed)",N
chr16,49028678,49028679,rs2080454,25673413,Locke AE,2015-02-12,Nature,Genetic studies of body mass index yield new insights for obesity biology.,Body mass index,"up to 104,666 European ancestry male individuals, up to 132,115 European ancestry female individuals, 370 African American male individuals, 517 African American female individuals, 512 Hispanic male individuals, 764 Hispanic female individuals","up to 48,274 European ancestry male individuals, up to 39,864 European ancestry female individuals, 2,441 African American or Afro-Caribbean male individuals, 6,314 African American or Afro-Caribbean female individuals, 919 Filipino male individuals, 828 Filipino female individuals, 205 Seychellois male individuals, 287 Seychellois female individuals, 2,964 South Asian ancestry male individuals, 658 South Asian ancestry female individuals",16q12.1,CBLN1,rs2080454-C,0.413,9E-9,"",0.017,[0.011-0.023] kg/m2 increase,"Affymetrix, Illumina [2550021]",N
chr16,49028678,49028679,rs2080454,25673413,Locke AE,2015-02-12,Nature,Genetic studies of body mass index yield new insights for obesity biology.,Body mass index,"up to 104,666 European ancestry male individuals, up to 132,115 European ancestry female individuals, 370 African American male individuals, 517 African American female individuals, 512 Hispanic male individuals, 764 Hispanic female individuals","up to 48,274 European ancestry male individuals, up to 39,864 European ancestry female individuals, 2,441 African American or Afro-Caribbean male individuals, 6,314 African American or Afro-Caribbean female individuals, 919 Filipino male individuals, 828 Filipino female individuals, 205 Seychellois male individuals, 287 Seychellois female individuals, 2,964 South Asian ancestry male individuals, 658 South Asian ancestry female individuals",16q12.1,CBLN1,rs2080454-C,0.405,7E-8,(EA),0.017,[0.011-0.023] kg/m2 increase,"Affymetrix, Illumina [2550021]",N
chr16,49835306,49835307,rs73569791,34594039,Sakaue S,2021-09-30,Nat Genet,A cross-population atlas of genetic associations for 220 human phenotypes.,Weight,"360,116 European ancestry individuals, 165,419 East Asian ancestry individuals",,16q12.1,"",rs73569791-T,NR,1E-8,"",0.0122,[0.0081-0.0163] unit increase,"Affymetrix, Illumina [20539548] (imputed)",N
chr16,50952396,50952397,rs1564981,28892062,Akiyama M,2017-09-11,Nat Genet,Genome-wide association study identifies 112 new loci for body mass index in the Japanese population.,Body mass index,"up to 72,390 Japanese ancestry women, up to 85,894 Japanese ancestry men","up to 10,048 Japanese ancestry women, up to 5,098 Japanese ancestry men, up to 181,999 European ancestry women, up to 140,155 European ancestry controls",16q12.1,"CYLD, LOC101927334",rs1564981-G,0.48,1E-8,(Female),0.018,[0.012-0.024] unit increase,Illumina [6108953] (imputed),N
chr16,51892597,51892598,rs17795934,28892062,Akiyama M,2017-09-11,Nat Genet,Genome-wide association study identifies 112 new loci for body mass index in the Japanese population.,Body mass index,"up to 72,390 Japanese ancestry women, up to 85,894 Japanese ancestry men","up to 10,048 Japanese ancestry women, up to 5,098 Japanese ancestry men, up to 181,999 European ancestry women, up to 140,155 European ancestry controls",16q12.1,"LINC01571, C16orf97",rs17795934-C,0.28,2E-8,(Male),0.018,[0.012-0.024] unit decrease,Illumina [6108953] (imputed),N
chr16,53565724,53565725,rs12931642,31669095,Zhu Z,2019-10-24,J Allergy Clin Immunol,Shared Genetic and Experimental Links between Obesity-Related Traits and Asthma Subtypes in UK Biobank.,Body mass index,"457,822 European ancestry individuals",,16q12.2,NR,rs12931642-?,NR,3E-14,"",,"",Affymetrix [~ 8270000] (imputed),N
chr16,53592323,53592324,rs71390213,31669095,Zhu Z,2019-10-24,J Allergy Clin Immunol,Shared Genetic and Experimental Links between Obesity-Related Traits and Asthma Subtypes in UK Biobank.,Body mass index,"457,822 European ancestry individuals",,16q12.2,NR,rs71390213-?,NR,7E-9,"",,"",Affymetrix [~ 8270000] (imputed),N
chr16,53603975,53603976,rs16952362,31669095,Zhu Z,2019-10-24,J Allergy Clin Immunol,Shared Genetic and Experimental Links between Obesity-Related Traits and Asthma Subtypes in UK Biobank.,Body mass index,"457,822 European ancestry individuals",,16q12.2,NR,rs16952362-?,NR,7E-17,"",,"",Affymetrix [~ 8270000] (imputed),N
chr16,53603975,53603976,rs16952362,30595370,Kichaev G,2018-12-27,Am J Hum Genet,Leveraging Polygenic Functional Enrichment to Improve GWAS Power.,Body mass index,"approximately 458,000 European ancestry individuals",,16q12.2,"",rs16952362-?,NR,2E-16,"",,"",NR [~ 8900000] (imputed),N
chr16,53605525,53605526,rs3213758,30108127,Hoffmann TJ,2018-08-14,Genetics,A Large Multi-ethnic Genome-Wide Association Study of Adult Body Mass Index Identifies Novel Loci.,Body mass index,"315,347 European ancestry individuals, 8,322 Hispanic/Latino individuals, 7,290 East Asian ancestry individuals, 3,069 African American individuals, 459 South Asian ancestry individuals","431,743 European ancestry individuals, 9,275 South Asian ancestry individuals, 8,261 African British individuals, 1,822 East Asian ancestry individuals, 7,620 individuals",16q12.2,NR,rs3213758-C,NR,8E-7,"",0.026,[NR] unit increase,Affymetrix [at least 28613428] (imputed),N
chr16,53605525,53605526,rs3213758,29273807,Turcot V,2017-12-22,Nat Genet,Protein-altering variants associated with body mass index implicate pathways that control energy intake and expenditure in obesity.,Body mass index,"up to 449,889 European ancestry individuals, up to 29,398 South Asian ancestry individuals, up to 27,610 African American individuals, up to 8,839 East Asian individuals, up to 10,772 Hispanic ancestry individuals","up to 196,766 European ancestry individuals",16q12.2,RPGRIP1L,rs3213758-C,0.9432,5E-11,"",0.0247,[0.017-0.032] unit increase,Illumina [246328],N
chr16,53642101,53642102,rs77582715,28552196,Tachmazidou I,2017-06-01,Am J Hum Genet,Whole-Genome Sequencing Coupled to Imputation Discovers Genetic Signals for Anthropometric Traits.,Weight,"1,249 whole genome sequenced European ancestry individuals, 3,559 whole genome sequenced individuals, 46,819 European ancestry individuals, 472 Carlantino (founder/genetic isolate) individuals, 1,172 Friuli Venezia Giulia (founder/genetic isolate) individuals, 1,051 Mylopotamos (founder/genetic isolate) individuals, 942 Pomak (founder/genetic isolate) individuals, 1,779 Val Borbera (founder/genetic isolate) individuals","179,022 European ancestry individuals",16q12.2,RPGRIP1L,rs77582715-T,0.9987,6E-6,"",1.066,[0.6-1.53] unit increase,"Affymetrix, Illumina, Perlegen [15844966] (imputed)",N
chr16,53665132,53665133,rs189126230,31669095,Zhu Z,2019-10-24,J Allergy Clin Immunol,Shared Genetic and Experimental Links between Obesity-Related Traits and Asthma Subtypes in UK Biobank.,Body mass index,"457,822 European ancestry individuals",,16q12.2,NR,rs189126230-?,NR,2E-8,"",,"",Affymetrix [~ 8270000] (imputed),N
chr16,53726176,53726176,rs10680802,28552196,Tachmazidou I,2017-06-01,Am J Hum Genet,Whole-Genome Sequencing Coupled to Imputation Discovers Genetic Signals for Anthropometric Traits.,Body mass index,"1,249 whole genome sequenced European ancestry individuals, 3,538 whole genome sequenced individuals, 46,635 European ancestry individuals, 472 Carlantino (founder/genetic isolate) individuals, 1,170 Friuli Venezia Giulia (founder/genetic isolate) individuals, 1,019 Mylopotamos (founder/genetic isolate) individuals, 932 Pomak (founder/genetic isolate) individuals, 1,778 Val Borbera (founder/genetic isolate) individuals","209,191 European ancestry individuals",16q12.2,FTO,rs10680802-CAG,0.711,1E-6,"",0.0355,[0.021-0.05] unit increase,"Affymetrix, Illumina, Perlegen [15844966] (imputed)",N
chr16,53735380,53735381,rs7203521,31669095,Zhu Z,2019-10-24,J Allergy Clin Immunol,Shared Genetic and Experimental Links between Obesity-Related Traits and Asthma Subtypes in UK Biobank.,Body mass index,"457,822 European ancestry individuals",,16q12.2,NR,rs7203521-?,NR,3E-42,"",,"",Affymetrix [~ 8270000] (imputed),N
chr16,53735764,53735765,rs6499640,19079260,Thorleifsson G,2008-12-14,Nat Genet,Genome-wide association yields new sequence variants at seven loci that associate with measures of obesity.,Weight,"72,598 European ancestry individuals, 1,160 African American individuals","Up to 11,036 European ancestry individuals, 32,615 individuals",16q12.2,FTO,rs6499640-A,0.65,6E-14,"",5.5,[4.07-6.93] percentage SD increase,Illumina [305846],N
chr16,53735764,53735765,rs6499640,19079260,Thorleifsson G,2008-12-14,Nat Genet,Genome-wide association yields new sequence variants at seven loci that associate with measures of obesity.,Body mass index,"72,598 European ancestry individuals, 1,160 African American individuals","Up to 11,036 European ancestry individuals, 32,615 individuals",16q12.2,FTO,rs6499640-A,0.41,4E-13,"",5.25,[3.82-6.68] % SD increase,Illumina [305846],N
chr16,53758551,53758552,rs74498370,31669095,Zhu Z,2019-10-24,J Allergy Clin Immunol,Shared Genetic and Experimental Links between Obesity-Related Traits and Asthma Subtypes in UK Biobank.,Body mass index,"457,822 European ancestry individuals",,16q12.2,NR,rs74498370-?,NR,5E-20,"",,"",Affymetrix [~ 8270000] (imputed),N
chr16,53760556,53760557,rs17525605,31669095,Zhu Z,2019-10-24,J Allergy Clin Immunol,Shared Genetic and Experimental Links between Obesity-Related Traits and Asthma Subtypes in UK Biobank.,Body mass index,"457,822 European ancestry individuals",,16q12.2,NR,rs17525605-?,NR,1E-37,"",,"",Affymetrix [~ 8270000] (imputed),N
chr16,53763652,53763653,rs4784323,31669095,Zhu Z,2019-10-24,J Allergy Clin Immunol,Shared Genetic and Experimental Links between Obesity-Related Traits and Asthma Subtypes in UK Biobank.,Body mass index,"457,822 European ancestry individuals",,16q12.2,NR,rs4784323-?,NR,8E-80,"",,"",Affymetrix [~ 8270000] (imputed),N
chr16,53765366,53765367,rs57292959,26961502,Wood AR,2016-03-10,Diabetologia,"Variants in the FTO and CDKAL1 loci have recessive effects on risk of obesity and type 2 diabetes, respectively.",Body mass index,"29,925 British ancestry cases, 89,763 British ancestry controls",,16q12.2,FTO,rs57292959-T,NR,4E-7,(dominance deviation model),0.03,[0.018-0.042] unit decrease,NR [9288881] (imputed),N
chr16,53765594,53765595,rs9937053,30239722,Pulit SL,2018-09-14,Hum Mol Genet,"Meta-analysis of genome-wide association studies for body fat distribution in 694,649 individuals of European ancestry.",Body mass index,"806,834 European ancestry individuals",,16q12.2,,rs9937053-A,0.4372,1E-423,"",0.0721,[0.069-0.075] unit increase,NR [~ 27400000] (imputed),N
chr16,53766064,53766065,rs9930333,28448500,Graff M,2017-04-27,PLoS Genet,"Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.",Body mass index,"2,518 African American women, 86,278 European ancestry women, 1,773 Filipino ancestry women, 1,030 Indian ancestry women, 1,457 African American men, 55,137 European ancestry men, 7,648 Indian ancestry men, 5,527 European ancestry individuals","6,244 African American women, 17,531 European ancestry women, 329 African American men, 19,956 European ancestry men",16q12.2,FTO,rs9930333-G,0.43479999999999996,2E-64,"(EA, women)",0.0847,[0.075-0.095] kg/m2 increase,"Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)",N
chr16,53766064,53766065,rs9930333,28448500,Graff M,2017-04-27,PLoS Genet,"Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.",Body mass index,"2,518 African American women, 86,278 European ancestry women, 1,773 Filipino ancestry women, 1,030 Indian ancestry women, 1,457 African American men, 55,137 European ancestry men, 7,648 Indian ancestry men, 5,527 European ancestry individuals","6,244 African American women, 17,531 European ancestry women, 329 African American men, 19,956 European ancestry men",16q12.2,FTO,rs9930333-G,0.43479999999999996,1E-103,(EA),0.0835,[0.076-0.091] kg/m2 increase,"Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)",N
chr16,53766064,53766065,rs9930333,28448500,Graff M,2017-04-27,PLoS Genet,"Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.",Body mass index,"2,518 African American women, 86,278 European ancestry women, 1,773 Filipino ancestry women, 1,030 Indian ancestry women, 1,457 African American men, 55,137 European ancestry men, 7,648 Indian ancestry men, 5,527 European ancestry individuals","6,244 African American women, 17,531 European ancestry women, 329 African American men, 19,956 European ancestry men",16q12.2,FTO,rs9930333-G,0.4345,2E-64,(women),0.0819,[0.072-0.091] kg/m2 increase,"Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)",N
chr16,53766328,53766329,rs575095274,28552196,Tachmazidou I,2017-06-01,Am J Hum Genet,Whole-Genome Sequencing Coupled to Imputation Discovers Genetic Signals for Anthropometric Traits.,Weight,"1,249 whole genome sequenced European ancestry individuals, 3,559 whole genome sequenced individuals, 46,819 European ancestry individuals, 472 Carlantino (founder/genetic isolate) individuals, 1,172 Friuli Venezia Giulia (founder/genetic isolate) individuals, 1,051 Mylopotamos (founder/genetic isolate) individuals, 942 Pomak (founder/genetic isolate) individuals, 1,779 Val Borbera (founder/genetic isolate) individuals","179,022 European ancestry individuals",16q12.2,FTO,rs575095274-A,0.0025,6E-6,"",0.4078,[0.23-0.58] unit decrease,"Affymetrix, Illumina, Perlegen [15844966] (imputed)",N
chr16,53766328,53766329,rs575095274,28552196,Tachmazidou I,2017-06-01,Am J Hum Genet,Whole-Genome Sequencing Coupled to Imputation Discovers Genetic Signals for Anthropometric Traits.,Body mass index,"1,249 whole genome sequenced European ancestry individuals, 3,538 whole genome sequenced individuals, 46,635 European ancestry individuals, 472 Carlantino (founder/genetic isolate) individuals, 1,170 Friuli Venezia Giulia (founder/genetic isolate) individuals, 1,019 Mylopotamos (founder/genetic isolate) individuals, 932 Pomak (founder/genetic isolate) individuals, 1,778 Val Borbera (founder/genetic isolate) individuals","209,191 European ancestry individuals",16q12.2,FTO,rs575095274-A,0.0025,1E-6,"",0.44,[0.26-0.62] unit decrease,"Affymetrix, Illumina, Perlegen [15844966] (imputed)",N
chr16,53766841,53766842,rs9940128,31217584,Wojcik GL,2019-06-19,Nature,Genetic analyses of diverse populations improves discovery for complex traits.,Body mass index,"17,127 African American individuals, 21,955 Hispanic/Latino individuals, 4,647 Asian ancestry individuals, 3,936 Native Hawaiian ancestry individuals, 645 Native American ancestry individuals, 1,025 individuals",,16q12.2,NR,rs9940128-?,NR,9E-16,"",0.05303515,[0.04-0.066] unit increase,Illumina [32062178] (imputed),N
chr16,53766841,53766842,rs9940128,23669352,Graff M,2013-05-12,Hum Mol Genet,Genome-wide analysis of BMI in adolescents and young adults reveals additional insight into the effects of genetic loci over the life course.,Body mass index,"Up to 13,627 European ancestry individuals","Up to 16,253 European ancestry individuals",16q12.2,FTO,rs9940128-A,0.44,4E-23,"",0.083,[0.067-0.099] unit increase,"Affymetrix, Illumina [557887] (imputed)",N
chr16,53767041,53767042,rs1421085,34594039,Sakaue S,2021-09-30,Nat Genet,A cross-population atlas of genetic associations for 220 human phenotypes.,Weight,"360,116 European ancestry individuals, 165,419 East Asian ancestry individuals",,16q12.2,"",rs1421085-C,NR,3E-241,"",0.0591,[0.056-0.063] unit increase,"Affymetrix, Illumina [20539548] (imputed)",N
chr16,53767041,53767042,rs1421085,31217584,Wojcik GL,2019-06-19,Nature,Genetic analyses of diverse populations improves discovery for complex traits.,Body mass index,"17,127 African American individuals, 21,955 Hispanic/Latino individuals, 4,647 Asian ancestry individuals, 3,936 Native Hawaiian ancestry individuals, 645 Native American ancestry individuals, 1,025 individuals",,16q12.2,NR,rs1421085-?,NR,7E-29,"",0.08899796,[0.073-0.105] unit increase,Illumina [32062178] (imputed),N
chr16,53767041,53767042,rs1421085,30595370,Kichaev G,2018-12-27,Am J Hum Genet,Leveraging Polygenic Functional Enrichment to Improve GWAS Power.,Body mass index,"approximately 458,000 European ancestry individuals",,16q12.2,"",rs1421085-?,NR,1E-300,"",,"",NR [~ 8900000] (imputed),N
chr16,53767041,53767042,rs1421085,29381148,Gong J,2017-12-21,Int J Obes (Lond),Trans-ethnic analysis of metabochip data identifies two new loci associated with BMI.,Body mass index,"35,606 African American individuals, 26,048 Hispanic/Latino individuals, 22,466 Asian or Native Hawaiian ancestry individuals, 17,859 European ancestry individuals, 535 Native American individuals",,16q12.2,FTO,rs1421085-A,"",9E-44,"",0.0135,[0.012-0.015] unit decrease,Illumina [at least 200000],N
chr16,53767041,53767042,rs1421085,26961502,Wood AR,2016-03-10,Diabetologia,"Variants in the FTO and CDKAL1 loci have recessive effects on risk of obesity and type 2 diabetes, respectively.",Body mass index,"29,925 British ancestry cases, 89,763 British ancestry controls",,16q12.2,FTO,rs1421085-C,NR,2E-75,(additive model),0.076,[0.068-0.084] unit increase,NR [9288881] (imputed),N
chr16,53767203,53767204,rs111240785,31669095,Zhu Z,2019-10-24,J Allergy Clin Immunol,Shared Genetic and Experimental Links between Obesity-Related Traits and Asthma Subtypes in UK Biobank.,Body mass index,"457,822 European ancestry individuals",,16q12.2,NR,rs111240785-?,NR,3E-18,"",,"",Affymetrix [~ 8270000] (imputed),N
chr16,53768581,53768582,rs11642015,34594039,Sakaue S,2021-09-30,Nat Genet,A cross-population atlas of genetic associations for 220 human phenotypes.,Body mass index,"359,983 European ancestry individuals, 163,835 East Asian ancestry individuals",,16q12.2,"",rs11642015-T,NR,9E-290,"",0.074,[0.07-0.078] unit increase,"Affymetrix, Illumina [20538802] (imputed)",N
chr16,53768581,53768582,rs11642015,34594039,Sakaue S,2021-09-30,Nat Genet,A cross-population atlas of genetic associations for 220 human phenotypes.,Body mass index,"163,835 East Asian ancestry individuals",,16q12.2,"",rs11642015-T,0.203407,2E-85,"",0.0773912,[0.07-0.085] unit increase,Illumina [13479178] (imputed),N
chr16,53768581,53768582,rs11642015,31453325,Wang H,2019-08-14,Sci Adv,Genotype-by-environment interactions inferred from genetic effects on phenotypic variability in the UK Biobank.,Body mass index,"346,393 European ancestry individuals",,16q12.2,FTO,rs11642015-?,NR,7E-217,"",,"",NR [5554549] (imputed),N
chr16,53768581,53768582,rs11642015,28892062,Akiyama M,2017-09-11,Nat Genet,Genome-wide association study identifies 112 new loci for body mass index in the Japanese population.,Body mass index,"up to 72,390 Japanese ancestry women, up to 85,894 Japanese ancestry men","up to 10,048 Japanese ancestry women, up to 5,098 Japanese ancestry men, up to 181,999 European ancestry women, up to 140,155 European ancestry controls",16q12.2,FTO,rs11642015-T,0.207,2E-81,(Japanese),0.081,[0.073-0.089] unit increase,Illumina [6108953] (imputed),N
chr16,53769661,53769662,rs1558902,31888951,Schlauch KA,2019-12-30,G3 (Bethesda),A Comprehensive Genome-Wide and Phenome-Wide Examination of BMI and Obesity in a Northern Nevadan Cohort.,Body mass index,"5,994 non-diabetic individuals, 651 diabetic individuals",,16q12.2,FTO,rs1558902-A,0.3846,5E-7,"",0.5625,[0.34-0.78] unit increase,Illumina [500508],N
chr16,53769661,53769662,rs1558902,31888951,Schlauch KA,2019-12-30,G3 (Bethesda),A Comprehensive Genome-Wide and Phenome-Wide Examination of BMI and Obesity in a Northern Nevadan Cohort.,Body mass index,"5,994 non-diabetic individuals",,16q12.2,FTO,rs1558902-A,0.3846,2E-7,"",0.6007,[0.38-0.83] unit increase,Illumina [500508],N
chr16,53769661,53769662,rs1558902,31217584,Wojcik GL,2019-06-19,Nature,Genetic analyses of diverse populations improves discovery for complex traits.,Body mass index,"17,127 African American individuals, 21,955 Hispanic/Latino individuals, 4,647 Asian ancestry individuals, 3,936 Native Hawaiian ancestry individuals, 645 Native American ancestry individuals, 1,025 individuals",,16q12.2,NR,rs1558902-?,NR,4E-29,"",0.08936667,[0.074-0.105] unit increase,Illumina [32062178] (imputed),N
chr16,53769661,53769662,rs1558902,30108127,Hoffmann TJ,2018-08-14,Genetics,A Large Multi-ethnic Genome-Wide Association Study of Adult Body Mass Index Identifies Novel Loci.,Body mass index,"315,347 European ancestry individuals, 8,322 Hispanic/Latino individuals, 7,290 East Asian ancestry individuals, 3,069 African American individuals, 459 South Asian ancestry individuals","431,743 European ancestry individuals, 9,275 South Asian ancestry individuals, 8,261 African British individuals, 1,822 East Asian ancestry individuals, 7,620 individuals",16q12.2,NR,rs1558902-T,NR,2E-210,"",0.079,[NR] unit decrease,Affymetrix [at least 28613428] (imputed),N
chr16,53769661,53769662,rs1558902,28892062,Akiyama M,2017-09-11,Nat Genet,Genome-wide association study identifies 112 new loci for body mass index in the Japanese population.,Body mass index,"up to 72,390 Japanese ancestry women, up to 85,894 Japanese ancestry men","up to 10,048 Japanese ancestry women, up to 5,098 Japanese ancestry men, up to 181,999 European ancestry women, up to 140,155 European ancestry controls",16q12.2,FTO,rs1558902-A,0.44,2E-223,"",0.081,[0.075-0.087] unit increase,Illumina [6108953] (imputed),N
chr16,53769661,53769662,rs1558902,28552196,Tachmazidou I,2017-06-01,Am J Hum Genet,Whole-Genome Sequencing Coupled to Imputation Discovers Genetic Signals for Anthropometric Traits.,Weight,"1,249 whole genome sequenced European ancestry individuals, 3,559 whole genome sequenced individuals, 46,819 European ancestry individuals, 472 Carlantino (founder/genetic isolate) individuals, 1,172 Friuli Venezia Giulia (founder/genetic isolate) individuals, 1,051 Mylopotamos (founder/genetic isolate) individuals, 942 Pomak (founder/genetic isolate) individuals, 1,779 Val Borbera (founder/genetic isolate) individuals","179,022 European ancestry individuals",16q12.2,FTO,rs1558902-A,0.4057,2E-29,"",0.0712,[0.059-0.084] unit increase,"Affymetrix, Illumina, Perlegen [15844966] (imputed)",N
